TAA_ID,TAA_DATE,TAA_SHIFT,TAA_WKNO,TAA_CHE_TYPE,TAA_MOVE_KIND,TAA_AGV_ID,TAA_DRIVER,TAA_DRIVENAME,TAA_CNTRID,TAA_AGO_GROUP_ID,TAA_CSIZECD,TAA_CSTATUSCD,TAA_DNGCD,TAA_OVLMTCD,TAA_CTYPECD,TAA_SETTMPT,TAA_WK_STTIME,TAA_WK_EDTIME,TAA_FREE1_ARRTIME,TAA_FREE1_EDTIME,TAA_FREE2_ARRTIME,TAA_FREE2_EDTIME,TAA_FULL1_ARRTIME,TAA_FULL1_EDTIME,TAA_FULL2_ARRTIME,TAA_FULL2_EDTIME,TAA_CONTRACTOR,TAA_VOY_ID,TAA_CNL_WAIT_SECONDS,TAA_CNL_AGO_ID,TAA_PRIOR_EDTIME,TAA_VALIDFG,TAA_WI_ID,TAA_ORC_ID,TAA_CNTRNO,TAA_CREATEUSER,TAA_FREE_PB_ARRTIME,TAA_FREE_PB_EDTIME,TAA_FULL_PB_ARRTIME,TAA_FULL_PB_EDTIME,TAA_FREE1_ST_TP_ID,TAA_FREE1_ED_TP_ID,TAA_FREE2_ST_TP_ID,TAA_FREE2_ED_TP_ID,TAA_FULL1_ST_TP_ID,TAA_FULL1_ED_TP_ID,TAA_FULL2_ST_TP_ID,TAA_FULL2_ED_TP_ID,TAA_FREE_PB_ID,TAA_FULL_PB_ID,TAA_MILEAGE,TAA_CREATEDT
"TAA-20260910-000144","2026-09-10",2,"W08","AGV","EXPORT","AGV-144","SIM","Simulation AGV","CNTR-0000144","AGO-G-28","40","FULL","N","N","40HQ","","2026-09-10 00:28:36","2026-09-10 00:44:16","2026-09-10 00:28:36","2026-09-10 00:28:46","2026-09-10 00:36:33","2026-09-10 00:36:43","2026-09-10 00:32:32","2026-09-10 00:32:50","2026-09-10 00:34:16","2026-09-10 00:34:36","SYNTHETIC","VOY-018",15,"AGO-000144","2026-09-10 00:31:36","Y","WI-0000144","ORC-0000144","SYN0000144","SIMULATOR","2026-09-10 00:28:41","2026-09-10 00:28:44","2026-09-10 00:32:24","2026-09-10 00:32:29","TP-F1-S-144","TP-F1-E-144","TP-F2-S-144","TP-F2-E-144","TP-L1-S-144","TP-L1-E-144","TP-L2-S-144","TP-L2-E-144","PB-FREE-12","PB-FULL-12",5314.8,"2026-09-10 00:00:00"
"TAA-20260910-000145","2026-09-10",2,"W01","AGV","IMPORT","AGV-145","SIM","Simulation AGV","CNTR-0000145","AGO-G-29","20","FULL","N","N","20GP","","2026-09-10 00:28:48","2026-09-10 00:56:04","2026-09-10 00:28:48","2026-09-10 00:28:58","2026-09-10 00:46:00","2026-09-10 00:46:10","2026-09-10 00:34:59","2026-09-10 00:35:17","2026-09-10 00:37:33","2026-09-10 00:37:53","SYNTHETIC","VOY-001",4,"AGO-000145","2026-09-10 00:31:48","Y","WI-0000145","ORC-0000145","SYN0000145","SIMULATOR","2026-09-10 00:28:53","2026-09-10 00:28:56","2026-09-10 00:34:51","2026-09-10 00:34:56","TP-F1-S-145","TP-F1-E-145","TP-F2-S-145","TP-F2-E-145","TP-L1-S-145","TP-L1-E-145","TP-L2-S-145","TP-L2-E-145","PB-FREE-01","PB-FULL-01",9313.3,"2026-09-10 00:00:00"
"TAA-20260910-000146","2026-09-10",2,"W02","AGV","EXPORT","AGV-146","SIM","Simulation AGV","CNTR-0000146","AGO-G-01","40","FULL","N","N","40HQ","","2026-09-10 00:29:00","2026-09-10 00:57:43","2026-09-10 00:29:00","2026-09-10 00:29:10","2026-09-10 00:40:51","2026-09-10 00:41:01","2026-09-10 00:32:24","2026-09-10 00:32:42","2026-09-10 00:33:57","2026-09-10 00:34:17","SYNTHETIC","VOY-002",5,"AGO-000146","2026-09-10 00:32:00","Y","WI-0000146","ORC-0000146","SYN0000146","SIMULATOR","2026-09-10 00:29:05","2026-09-10 00:29:08","2026-09-10 00:32:16","2026-09-10 00:32:21","TP-F1-S-146","TP-F1-E-146","TP-F2-S-146","TP-F2-E-146","TP-L1-S-146","TP-L1-E-146","TP-L2-S-146","TP-L2-E-146","PB-FREE-02","PB-FULL-02",10027.4,"2026-09-10 00:00:00"
"TAA-20260910-000147","2026-09-10",2,"W03","AGV","IMPORT","AGV-147","SIM","Simulation AGV","CNTR-0000147","AGO-G-02","40","FULL","N","N","40HQ","","2026-09-10 00:29:12","2026-09-10 00:56:43","2026-09-10 00:29:12","2026-09-10 00:29:22","2026-09-10 00:40:43","2026-09-10 00:40:53","2026-09-10 00:33:27","2026-09-10 00:33:45","2026-09-10 00:35:19","2026-09-10 00:35:39","SYNTHETIC","VOY-003",6,"AGO-000147","2026-09-10 00:32:12","Y","WI-0000147","ORC-0000147","SYN0000147","SIMULATOR","2026-09-10 00:29:17","2026-09-10 00:29:20","2026-09-10 00:33:19","2026-09-10 00:33:24","TP-F1-S-147","TP-F1-E-147","TP-F2-S-147","TP-F2-E-147","TP-L1-S-147","TP-L1-E-147","TP-L2-S-147","TP-L2-E-147","PB-FREE-03","PB-FULL-03",9728.1,"2026-09-10 00:00:00"
"TAA-20260910-000148","2026-09-10",2,"W04","AGV","EXPORT","AGV-148","SIM","Simulation AGV","CNTR-0000148","AGO-G-03","20","FULL","N","N","20GP","","2026-09-10 00:29:24","2026-09-10 00:57:22","2026-09-10 00:29:24","2026-09-10 00:29:34","2026-09-10 00:41:28","2026-09-10 00:41:38","2026-09-10 00:34:41","2026-09-10 00:34:59","2026-09-10 00:36:56","2026-09-10 00:37:16","SYNTHETIC","VOY-004",7,"AGO-000148","2026-09-10 00:32:24","Y","WI-0000148","ORC-0000148","SYN0000148","SIMULATOR","2026-09-10 00:29:29","2026-09-10 00:29:32","2026-09-10 00:34:33","2026-09-10 00:34:38","TP-F1-S-148","TP-F1-E-148","TP-F2-S-148","TP-F2-E-148","TP-L1-S-148","TP-L1-E-148","TP-L2-S-148","TP-L2-E-148","PB-FREE-04","PB-FULL-04",9829.5,"2026-09-10 00:00:00"
"TAA-20260910-000149","2026-09-10",2,"W05","AGV","IMPORT","AGV-149","SIM","Simulation AGV","CNTR-0000149","AGO-G-04","40","FULL","N","N","40HQ","","2026-09-10 00:29:36","2026-09-10 00:57:45","2026-09-10 00:29:36","2026-09-10 00:29:46","2026-09-10 00:41:38","2026-09-10 00:41:48","2026-09-10 00:31:36","2026-09-10 00:31:54","2026-09-10 00:32:38","2026-09-10 00:32:58","SYNTHETIC","VOY-005",8,"AGO-000149","2026-09-10 00:32:36","Y","WI-0000149","ORC-0000149","SYN0000149","SIMULATOR","2026-09-10 00:29:41","2026-09-10 00:29:44","2026-09-10 00:31:28","2026-09-10 00:31:33","TP-F1-S-149","TP-F1-E-149","TP-F2-S-149","TP-F2-E-149","TP-L1-S-149","TP-L1-E-149","TP-L2-S-149","TP-L2-E-149","PB-FREE-05","PB-FULL-05",9722.7,"2026-09-10 00:00:00"
"TAA-20260910-000150","2026-09-10",2,"W06","AGV","EXPORT","AGV-150","SIM","Simulation AGV","CNTR-0000150","AGO-G-05","40","FULL","N","N","40HQ","","2026-09-10 00:29:48","2026-09-10 00:57:01","2026-09-10 00:29:48","2026-09-10 00:29:58","2026-09-10 00:41:56","2026-09-10 00:42:06","2026-09-10 00:33:26","2026-09-10 00:33:44","2026-09-10 00:35:05","2026-09-10 00:35:25","SYNTHETIC","VOY-006",9,"AGO-000150","2026-09-10 00:32:48","Y","WI-0000150","ORC-0000150","SYN0000150","SIMULATOR","2026-09-10 00:29:53","2026-09-10 00:29:56","2026-09-10 00:33:18","2026-09-10 00:33:23","TP-F1-S-150","TP-F1-E-150","TP-F2-S-150","TP-F2-E-150","TP-L1-S-150","TP-L1-E-150","TP-L2-S-150","TP-L2-E-150","PB-FREE-06","PB-FULL-06",9569.9,"2026-09-10 00:00:00"
"TAA-20260910-000151","2026-09-10",2,"W07","AGV","IMPORT","AGV-151","SIM","Simulation AGV","CNTR-0000151","AGO-G-06","20","FULL","N","N","20GP","","2026-09-10 00:30:00","2026-09-10 00:56:04","2026-09-10 00:30:00","2026-09-10 00:30:10","2026-09-10 00:41:22","2026-09-10 00:41:32","2026-09-10 00:34:03","2026-09-10 00:34:21","2026-09-10 00:35:50","2026-09-10 00:36:10","SYNTHETIC","VOY-007",10,"AGO-000151","2026-09-10 00:33:00","Y","WI-0000151","ORC-0000151","SYN0000151","SIMULATOR","2026-09-10 00:30:05","2026-09-10 00:30:08","2026-09-10 00:33:55","2026-09-10 00:34:00","TP-F1-S-151","TP-F1-E-151","TP-F2-S-151","TP-F2-E-151","TP-L1-S-151","TP-L1-E-151","TP-L2-S-151","TP-L2-E-151","PB-FREE-07","PB-FULL-07",9083.3,"2026-09-10 00:00:00"
"TAA-20260910-000152","2026-09-10",2,"W08","AGV","EXPORT","AGV-152","SIM","Simulation AGV","CNTR-0000152","AGO-G-07","40","FULL","N","N","40HQ","","2026-09-10 00:30:12","2026-09-10 00:55:42","2026-09-10 00:30:12","2026-09-10 00:30:22","2026-09-10 00:41:43","2026-09-10 00:41:53","2026-09-10 00:35:14","2026-09-10 00:35:32","2026-09-10 00:37:23","2026-09-10 00:37:43","SYNTHETIC","VOY-008",11,"AGO-000152","2026-09-10 00:33:12","Y","WI-0000152","ORC-0000152","SYN0000152","SIMULATOR","2026-09-10 00:30:17","2026-09-10 00:30:20","2026-09-10 00:35:06","2026-09-10 00:35:11","TP-F1-S-152","TP-F1-E-152","TP-F2-S-152","TP-F2-E-152","TP-L1-S-152","TP-L1-E-152","TP-L2-S-152","TP-L2-E-152","PB-FREE-08","PB-FULL-08",8991.6,"2026-09-10 00:00:00"
"TAA-20260910-000153","2026-09-10",2,"W01","AGV","IMPORT","AGV-153","SIM","Simulation AGV","CNTR-0000153","AGO-G-08","40","FULL","N","N","40HQ","","2026-09-10 00:30:24","2026-09-10 00:56:59","2026-09-10 00:30:24","2026-09-10 00:30:34","2026-09-10 00:42:41","2026-09-10 00:42:51","2026-09-10 00:33:53","2026-09-10 00:34:11","2026-09-10 00:35:28","2026-09-10 00:35:48","SYNTHETIC","VOY-009",12,"AGO-000153","2026-09-10 00:33:24","Y","WI-0000153","ORC-0000153","SYN0000153","SIMULATOR","2026-09-10 00:30:29","2026-09-10 00:30:32","2026-09-10 00:33:45","2026-09-10 00:33:50","TP-F1-S-153","TP-F1-E-153","TP-F2-S-153","TP-F2-E-153","TP-L1-S-153","TP-L1-E-153","TP-L2-S-153","TP-L2-E-153","PB-FREE-09","PB-FULL-09",9303.6,"2026-09-10 00:00:00"
"TAA-20260910-000154","2026-09-10",2,"W02","AGV","EXPORT","AGV-154","SIM","Simulation AGV","CNTR-0000154","AGO-G-09","20","FULL","N","N","20GP","","2026-09-10 00:30:36","2026-09-10 00:54:36","2026-09-10 00:30:36","2026-09-10 00:30:46","2026-09-10 00:40:50","2026-09-10 00:41:00","2026-09-10 00:33:43","2026-09-10 00:34:01","2026-09-10 00:35:10","2026-09-10 00:35:30","SYNTHETIC","VOY-010",13,"AGO-000154","2026-09-10 00:33:36","Y","WI-0000154","ORC-0000154","SYN0000154","SIMULATOR","2026-09-10 00:30:41","2026-09-10 00:30:44","2026-09-10 00:33:35","2026-09-10 00:33:40","TP-F1-S-154","TP-F1-E-154","TP-F2-S-154","TP-F2-E-154","TP-L1-S-154","TP-L1-E-154","TP-L2-S-154","TP-L2-E-154","PB-FREE-10","PB-FULL-10",8277.9,"2026-09-10 00:00:00"
"TAA-20260910-000155","2026-09-10",2,"W03","AGV","IMPORT","AGV-155","SIM","Simulation AGV","CNTR-0000155","AGO-G-10","40","FULL","N","N","40HQ","","2026-09-10 00:30:48","2026-09-10 00:53:55","2026-09-10 00:30:48","2026-09-10 00:30:58","2026-09-10 00:40:59","2026-09-10 00:41:09","2026-09-10 00:35:00","2026-09-10 00:35:18","2026-09-10 00:36:51","2026-09-10 00:37:11","SYNTHETIC","VOY-011",14,"AGO-000155","2026-09-10 00:33:48","Y","WI-0000155","ORC-0000155","SYN0000155","SIMULATOR","2026-09-10 00:30:53","2026-09-10 00:30:56","2026-09-10 00:34:52","2026-09-10 00:34:57","TP-F1-S-155","TP-F1-E-155","TP-F2-S-155","TP-F2-E-155","TP-L1-S-155","TP-L1-E-155","TP-L2-S-155","TP-L2-E-155","PB-FREE-11","PB-FULL-11",8083.3,"2026-09-10 00:00:00"
